Member_number,Groceries
1278,"bottled water,butter,canned beer,citrus fruit,cookware,frozen vegetables,hamburger meat,ice cream,meat,newspapers,other vegetables,photo/film,root vegetables"
1279,"beverages,butter,chicken,citrus fruit,ham,oil,pastry,rolls/buns,root vegetables,sausage,sliced cheese,soda,tropical fruit,whole milk,yogurt"
1280,"UHT-milk,butter milk,finished products,fish,ice cream,rolls/buns,spices"
1281,"coffee,finished products,frozen vegetables,hamburger meat,newspapers,oil,rolls/buns,tropical fruit"
1282,"bottled water,misc. beverages,other vegetables,shopping bags,snack products,soda,white bread,yogurt"
1283,"UHT-milk,bottled water,butter,chicken,cream cheese ,frozen vegetables,napkins,newspapers,onions,pork,root vegetables,specialty bar,whipped/sour cream,whole milk"
1284,"margarine,rolls/buns,salty snack,soups"
1285,"bottled water,butter,chocolate marshmallow,citrus fruit,hygiene articles,ice cream,napkins,pastry,rolls/buns,shopping bags,soda,tropical fruit,yogurt"
1286,"bottled beer,chewing gum,coffee,dessert,domestic eggs,herbs,hygiene articles,long life bakery product,meat,pickled vegetables,pork,root vegetables,soda,whole milk,yogurt"
1287,"butter,canned fruit,chicken,citrus fruit,flower (seeds),frankfurter,frozen meals,grapes,ice cream,margarine,other vegetables,pip fruit,soft cheese,whipped/sour cream,whole milk"
1288,"abrasive cleaner,citrus fruit,napkins,packaged fruit/vegetables,rolls/buns,whole milk"
1289,"brown bread,canned beer,herbs,napkins,other vegetables,prosecco,rolls/buns,root vegetables,salty snack,spread cheese,yogurt"
1290,"cat food,frankfurter,frozen meals,margarine,misc. beverages,other vegetables,rice,sausage,whipped/sour cream,whole milk,yogurt"
1291,"citrus fruit,domestic eggs,fruit/vegetable juice,mustard,onions,rolls/buns,sugar,tropical fruit,whole milk"
1292,"beverages,oil,pork,whole milk"
1293,"canned beer,dessert,hard cheese,light bulbs,pip fruit,shopping bags,specialty cheese,specialty fat,tropical fruit,whole milk"
1294,"butter milk,dishes,domestic eggs,hygiene articles,other vegetables,root vegetables,semi-finished bread,soda,soft cheese,waffles,whipped/sour cream,white wine"
1295,"bottled water,chicken,dessert,frankfurter,other vegetables,processed cheese,sausage,soda"
1296,"UHT-milk,beverages,bottled beer,flower (seeds),hard cheese,jam,long life bakery product,meat,other vegetables,pickled vegetables,pip fruit,rice,root vegetables,soft cheese,tropical fruit,yogurt"
1297,"chicken,cream cheese ,domestic eggs,herbs,house keeping products,napkins,red/blush wine,sausage,yogurt"
1298,"Instant food products,bottled beer,chicken,dishes,pastry,rolls/buns,soda"
1299,"bottled beer,canned beer,other vegetables,rolls/buns,salty snack,white bread,whole milk,yogurt"
1300,"chicken,yogurt"
1301,"frozen vegetables,pip fruit,pot plants,roll products ,sausage,soda,whipped/sour cream"
1302,"bottled water,butter,citrus fruit,fruit/vegetable juice,hard cheese,rolls/buns,root vegetables,shopping bags,yogurt"
1303,"bottled beer,canned beer,canned fish,detergent,margarine,pasta,pastry,pip fruit,rolls/buns,tropical fruit,whole milk,yogurt"
1304,"dishes,frankfurter,hamburger meat,other vegetables,rolls/buns,whipped/sour cream,whole milk"
1305,"candy,citrus fruit,flower (seeds),other vegetables,pork,root vegetables,sausage,spread cheese,tropical fruit,white wine,whole milk,yogurt"
1306,"chocolate marshmallow,frozen vegetables,pork,rolls/buns,whole milk,yogurt"
1307,"baking powder,brown bread,canned beer,hamburger meat,meat,other vegetables,pastry,rolls/buns,sausage,sugar,whole milk"
1308,"brown bread,napkins,pastry,pork,root vegetables,waffles,white wine,whole milk"
1309,"butter,cocoa drinks,curd,dessert,margarine,pastry,pickled vegetables,sausage,tropical fruit,whipped/sour cream"
1310,"hard cheese,newspapers,salty snack"
1311,"berries,candy,canned beer,mustard,other vegetables,red/blush wine,rolls/buns"
1312,"butter,canned vegetables,frankfurter,hamburger meat,long life bakery product,oil,other vegetables,pip fruit,rolls/buns,skin care,soft cheese,tropical fruit,waffles"
1313,"other vegetables,whipped/sour cream"
1314,"canned beer,ice cream"
1315,"chocolate,ham,hygiene articles,packaged fruit/vegetables,rolls/buns,tropical fruit"
1316,"bottled beer,curd,frozen vegetables,rolls/buns,whipped/sour cream"
1317,"citrus fruit,onions,other vegetables,rolls/buns,sausage,specialty cheese"
1318,"flour,mustard,pastry,specialty bar,yogurt"
1319,"canned beer,frozen meals,grapes,misc. beverages,pastry,pip fruit,pork,rice,soda"
1320,"bottled beer,canned fruit,coffee,finished products,mayonnaise,pip fruit,processed cheese,root vegetables,soft cheese"
1321,"bottled beer,citrus fruit,soda"
1322,"baking powder,bottled beer,chewing gum,chicken,citrus fruit,curd,female sanitary products,hygiene articles,meat,pork,rolls/buns,shopping bags,specialty bar,waffles"
1323,"beef,bottled beer,soups,syrup,whole milk"
1324,"bottled water,citrus fruit,condensed milk,curd,frankfurter,misc. beverages,processed cheese,rolls/buns,salt,specialty bar,specialty chocolate,white wine,whole milk,yogurt"
1325,"bottled water,chocolate,long life bakery product,mustard,napkins,rolls/buns,root vegetables,soda"
1326,"beef,canned beer,cereals,chewing gum,condensed milk,frozen vegetables,ham,ice cream,packaged fruit/vegetables,soda,yogurt"
1327,"bottled beer,canned vegetables,chicken,curd,grapes,instant coffee,other vegetables,pastry,pip fruit,roll products ,rolls/buns,sausage,shopping bags,sugar,whole milk"
1328,"bottled beer,butter,cream cheese ,ham,other vegetables,pastry,sausage,shopping bags,tropical fruit,whole milk"
1329,"canned beer,dessert,detergent,dishes,domestic eggs,frozen vegetables,ham,hamburger meat,misc. beverages,newspapers,sausage,whipped/sour cream,yogurt"
1330,"berries,chicken,curd,newspapers,processed cheese,roll products ,soda,whole milk"
1331,"condensed milk,domestic eggs,fruit/vegetable juice,misc. beverages,other vegetables,root vegetables,sausage,tropical fruit,whipped/sour cream"
1332,"Instant food products,bottled water,butter milk,canned fish,citrus fruit,condensed milk,hard cheese,mayonnaise,other vegetables,pastry,processed cheese,rolls/buns,root vegetables,whole milk"
1333,"UHT-milk,bottled water,brown bread,butter,canned beer,chocolate,citrus fruit,curd,frozen meals,frozen vegetables,fruit/vegetable juice,ham,other vegetables,sausage,whole milk"
1334,"Instant food products,bottled beer,butter,chicken,onions"
1335,"coffee,dishes,domestic eggs,frankfurter,grapes,oil,onions,spread cheese,waffles,whipped/sour cream,yogurt"
1336,"citrus fruit,coffee,domestic eggs,flour,frozen meals,napkins,pet care,rolls/buns"
1337,"bottled water,cling film/bags,napkins,other vegetables"
1338,"UHT-milk,canned beer,curd,meat,whole milk"
1339,"bottled water,frozen vegetables,grapes,margarine,other vegetables,sausage,tropical fruit,vinegar,whole milk"
1340,"brown bread,citrus fruit,flour,mustard,pastry,pot plants,rolls/buns,root vegetables,whipped/sour cream,whole milk"
1341,"berries,bottled beer,bottled water,chocolate,frankfurter,fruit/vegetable juice,honey,other vegetables,pastry,root vegetables,spices,yogurt"
1342,"bottled water,dessert,frozen vegetables,ham,margarine,napkins,other vegetables,pastry,rice,rolls/buns,soda,tropical fruit,white bread"
1343,"chicken,dog food,fruit/vegetable juice,other vegetables,red/blush wine,shopping bags,specialty chocolate,white bread,whole milk"
1344,"bottled water,oil,sliced cheese,soda,syrup"
1345,"citrus fruit,frankfurter,grapes,napkins,rolls/buns,salt,shopping bags,soda,whole milk"
1346,"domestic eggs,other vegetables,pip fruit,rolls/buns,sweet spreads,tropical fruit,white wine"
1347,"beef,berries,bottled water,frankfurter,ketchup,other vegetables,pastry,pip fruit,rolls/buns,semi-finished bread,soda,whole milk"
1348,"beef,bottled beer,chewing gum,chocolate,root vegetables,soda"
1349,"bottled water,butter,canned beer,cat food,curd,domestic eggs,frankfurter,hard cheese,shopping bags,whole milk"
1350,"bottled water,frozen vegetables,herbs,soda,whole milk"
1351,"coffee,detergent,meat,other vegetables,rolls/buns,tropical fruit"
1352,"bottled water,tropical fruit"
1353,"baking powder,beef,bottled water,butter milk,chewing gum,cooking chocolate,flour,instant coffee,meat,newspapers,other vegetables,pork,rolls/buns,root vegetables,salty snack,specialty bar,tropical fruit,whipped/sour cream"
1354,"bottled beer,canned beer,cream cheese ,domestic eggs,frozen vegetables,hard cheese,ice cream,newspapers,pastry,red/blush wine,soda,whole milk"
1355,"bottled water,curd,frankfurter,ice cream,pastry,processed cheese,rolls/buns,soda,sugar,tropical fruit,yogurt"
1356,"berries,butter milk,cat food,hard cheese,napkins,onions,semi-finished bread,shopping bags,soda,soft cheese"
1357,"brown bread,canned beer,ham,root vegetables,soda"
1358,"Instant food products,chocolate,domestic eggs,newspapers,vinegar,whipped/sour cream,whole milk,yogurt"
1359,"frozen fish,newspapers,soda,tropical fruit"
1360,"citrus fruit,curd,dishes,frankfurter,grapes,ham,ketchup,pastry,pork,processed cheese,root vegetables,soda,tropical fruit,turkey,white bread,whole milk"
1361,"beef,hard cheese,liquor,mustard,onions,other vegetables,pastry,rolls/buns,salt,salty snack,sausage,soda,whole milk"
1362,"bottled water,curd,mustard,tropical fruit,whole milk"
1363,"bottled beer,butter,canned vegetables,chocolate,dish cleaner,hard cheese,margarine,pastry,whole milk"
1364,"bottled water,citrus fruit,frozen dessert,ice cream,other vegetables,root vegetables,soda,whipped/sour cream"
1365,"bottled beer,butter milk,frozen fruits,frozen vegetables,other vegetables,rolls/buns,sausage,specialty bar,whole milk"
1366,"beef,bottled water,brown bread,cake bar,candles,canned beer,coffee,curd,flour,frankfurter,other vegetables,pastry,rolls/buns,sausage,soda,sweet spreads,tropical fruit,waffles,whipped/sour cream,whole milk"
1367,"beef,bottled beer,other vegetables,whole milk,yogurt"
1368,"beef,soft cheese"
1369,"canned fish,flour,other vegetables,spread cheese,sugar,waffles,white bread,whole milk"
1370,"canned beer,chocolate,fruit/vegetable juice,newspapers,pastry,rolls/buns,tropical fruit,white bread,whole milk,yogurt"
1371,"beef,frankfurter,frozen vegetables,misc. beverages,root vegetables,whipped/sour cream"
1372,"butter,coffee,cream cheese ,frozen fish,fruit/vegetable juice,hamburger meat,soda,tropical fruit,white bread,whole milk"
1373,"brown bread,butter milk,cake bar,canned beer,curd,frozen vegetables,grapes,sausage,soda,soups,tea,whole milk,yogurt"
1374,"bottled water,candy,chewing gum,cream cheese ,pip fruit,rolls/buns,salty snack,sugar,whole milk"
1375,"newspapers,other vegetables"
1376,"chocolate marshmallow,cream cheese ,dessert,pip fruit,pot plants,sausage,soda"
1377,"bottled water,curd cheese,fruit/vegetable juice,herbs,mayonnaise,meat,other vegetables,tea,whole milk,yogurt,zwieback"
1378,"UHT-milk,frankfurter,hamburger meat,soft cheese"
1379,"bottled water,butter milk,candles,canned beer,chicken,chocolate,cream cheese ,dishes,domestic eggs,female sanitary products,fruit/vegetable juice,herbs,margarine,meat,oil,onions,other vegetables,pastry,photo/film,pip fruit,popcorn,pork,rolls/buns,root vegetables,white bread,whole milk"
1380,"cake bar,candy,canned vegetables,cat food,long life bakery product,pip fruit,rolls/buns,soda,whole milk,yogurt"
1381,"UHT-milk,beverages,bottled beer,chocolate,coffee,curd,domestic eggs,other vegetables,pastry,rolls/buns,salty snack,soda"
1382,"citrus fruit,coffee,curd,packaged fruit/vegetables,pip fruit,rolls/buns"
1383,"onions,other vegetables,pip fruit,rolls/buns,tropical fruit,whipped/sour cream"
1384,"bottled beer,bottled water,canned beer,cling film/bags,domestic eggs,instant coffee,misc. beverages,other vegetables,pip fruit,soda,specialty chocolate,waffles"
1385,"beef,berries,chocolate,coffee,curd,frozen vegetables,fruit/vegetable juice,herbs,other vegetables,pip fruit,root vegetables,turkey,whipped/sour cream,whole milk,yogurt"
1386,"berries,pork,soda,sugar"
1387,"candy,margarine,rolls/buns,shopping bags,soda,specialty bar"
1388,"UHT-milk,cake bar,hygiene articles,ice cream,newspapers,rolls/buns,root vegetables"
1389,"canned beer,other vegetables,pickled vegetables,rolls/buns,root vegetables,tea,tropical fruit"
1390,"butter,cream cheese ,dental care,frozen meals,frozen vegetables,house keeping products,other vegetables,pastry,rolls/buns,shopping bags,waffles,whole milk"
1391,"bottled beer,chocolate,ham,newspapers,pickled vegetables,processed cheese,rolls/buns,sausage,white wine,yogurt"
1392,"butter,cream cheese ,curd,napkins,other vegetables,specialty bar"
1393,"chocolate,dessert,flour,pastry,red/blush wine,yogurt"
1394,"bottled beer,bottled water,ham,whole milk"
1395,"beverages,brown bread,butter,canned beer,cream cheese ,curd,fruit/vegetable juice,hard cheese,long life bakery product,meat,newspapers,other vegetables,pork,root vegetables,salty snack,sausage,shopping bags,soda,tropical fruit,whole milk"
1396,"brown bread,canned beer,chocolate,coffee,pork,sausage,shopping bags,tropical fruit"
1397,"UHT-milk,whipped/sour cream"
1398,"cake bar,canned fruit,domestic eggs,sausage,specialty chocolate,sugar,whole milk"
1399,"beverages,canned vegetables,condensed milk,frozen meals,other vegetables,rice,softener"
1400,"fruit/vegetable juice,rolls/buns"
1401,"canned beer,sausage,soda"
1402,"brown bread,rolls/buns,sliced cheese"
1403,"cling film/bags,curd,frankfurter,fruit/vegetable juice,hamburger meat,other vegetables,salty snack,semi-finished bread,sliced cheese,whipped/sour cream"
1404,"bottled beer,bottled water,canned beer,cleaner,frozen meals,ice cream,long life bakery product,oil,photo/film,rolls/buns,sausage,semi-finished bread,sweet spreads,tropical fruit,waffles,whole milk"
1405,"artif. sweetener,bottled beer,ham,other vegetables,whole milk"
1406,"bottled beer,chicken,curd,fruit/vegetable juice,mayonnaise,misc. beverages,sausage,sparkling wine,tropical fruit,waffles,whipped/sour cream"
1407,"beef,bottled beer,bottled water,butter,citrus fruit,coffee,detergent,domestic eggs,frankfurter,frozen vegetables,fruit/vegetable juice,ham,male cosmetics,pasta,pastry,rolls/buns,root vegetables,white bread,white wine,whole milk"
1408,"hamburger meat,ice cream,root vegetables,soda,whole milk"
1409,"sausage,shopping bags,snack products,tropical fruit,whole milk"
1410,"UHT-milk,bottled beer,bottled water,chocolate,citrus fruit,condensed milk,dishes,kitchen towels,liquor,mustard,other vegetables,pet care,rolls/buns,rum,salty snack,sausage,shopping bags,soda,soups,specialty chocolate,waffles,whipped/sour cream,white bread,yogurt"
1411,"beverages,frankfurter,shopping bags,specialty chocolate"
1412,"butter,cream cheese ,domestic eggs,frankfurter,make up remover,margarine,newspapers,rolls/buns,root vegetables,shopping bags,soda,specialty fat"
1413,"bottled water,canned beer,citrus fruit,ham,pastry,soda,sugar"
1414,"other vegetables,whole milk"
1415,"domestic eggs,fruit/vegetable juice,sausage"
1416,"canned beer,cream cheese ,fruit/vegetable juice,long life bakery product,oil,onions,other vegetables,pastry,sausage,sliced cheese,yogurt,zwieback"
1417,"UHT-milk,cream cheese ,frozen meals,other vegetables,pip fruit,pot plants,salty snack,whipped/sour cream,yogurt"
1418,"bottled water,butter,cake bar,citrus fruit,curd,pastry,soda"
1419,"brown bread,butter,cat food,chewing gum,coffee,flour,hygiene articles,male cosmetics,misc. beverages,napkins,newspapers,pastry,root vegetables,salty snack,yogurt"
1420,"canned beer,cat food,curd,domestic eggs,hygiene articles,newspapers,oil,other vegetables,rolls/buns,salty snack,syrup"
1421,"beverages,bottled beer,citrus fruit,frankfurter,fruit/vegetable juice,hard cheese,newspapers,pip fruit,shopping bags,soda"
1422,"beef,brown bread,candy,canned beer,condensed milk,curd,fruit/vegetable juice,other vegetables,pip fruit,processed cheese,rolls/buns,salty snack,tropical fruit,turkey,whole milk,yogurt"
